§3.2|Wire embedded terminal input path with parallel capture|Path: User → LifeOS/xterm → ordered Tauri channel → PTY stdin → yzx enter → Zellij → Nushell/process. In parallel the PTY bridge submits byte-exact CodeDB raw-frame envelopes (input, resize, output, exit, signal, error) to the redb owner under the issued session identity/grant/lease without delaying or reordering terminal delivery; LifeOS never inserts rtk_nu, redb, or a Nushell plugin in front of the terminal process.|glass-engine-frontdoor|redb-state-plane,codedb-ingress|Terminal latency unaffected by capture; captured frames byte-match PTY stream
§3.2|Wire LifeOS control-action route through envctl authorization|Path: Svelte control → Tauri command plus complete CodeDB request envelope → redb owner → envctl validation → PostgreSQL/RuVector authorization/task/grant/branch/lease → envctl-controlled dispatch → execution surface → result ingestion. The Tauri capture client uses the same versioned CodeDB envelope schema as plugin ingress; no effect is reported complete until the durable return attaches its PostgreSQL commit identity and witness.|envctl-committer-security|redb-state-plane,codedb-ingress,postgres-ruvector-store|UI completion only appears after commit identity+witness attached
§3.2|Wire legacy-output ingestion pipeline|Path: legacy command → rtk_nu byte-exact stdout/stderr/binary tee → lossless raw frames/digests plus rtk compact view → versioned JSONL/JSON/Nuon envelope → Nushell parser → typed Nu values → required `codedb ingest-envelope` child command → redb owner. Neither rtk nor rtk_nu calls the plugin directly; CodeDB verifies bytes and resolves/creates canonical raw-object IDs, persisting both raw and derived objects.|rtk-rtk-nu-envelope|codedb-ingress,redb-state-plane|Run a legacy command through the pipeline; raw bytes and compact view both persisted with linkage
§3.2|Wire native Nushell ingestion bypassing rtk|Path: native Nu command/value → typed Nu pipeline → required `codedb ingest-envelope` child command → redb owner. Native typed values bypass rtk and rtk_nu because a text compressor would lose type fidelity.|codedb-ingress|redb-state-plane|Native Nu value ingested with type fidelity preserved; no rtk hop
§3.2|Wire live Glass projection over mmap plus UDS events|Path: redb owner commit → atomic publish of a checksummed generation to the owner-controlled read-only mmap projection → ordered local event over an authenticated Unix-domain socket → Tauri backend → mapped generation → Svelte store/sidebar. This is local event-driven shared-state IPC — not HTTP, not PostgreSQL polling; LifeOS never opens the writable redb file.|redb-state-plane|glass-engine-frontdoor|Confirm no HTTP state server and no second writable redb opener; sidebar updates on events
§3.2|Wire durable materialization route through envctl-only credentials|Path: redb owner ordered WAL → envctl validation/policy/idempotency → database-authorized embedding executor when required → codedb-store-pg under envctl-only credentials → PostgreSQL/RuVector transaction → commit LSN/witness → redb acknowledgement/event.|envctl-committer-security|redb-state-plane,postgres-ruvector-store,ruvllm-agentdb-rvf-integration|Only envctl role holds authoritative PG write credential; commit receipt returned to redb
§3.2|Wire database-to-engine and database-to-glass return paths|Return routes: DB task/state/policy/grant/lease → envctl-validated CodeDB query/projection/materialization → redb projection/event and/or controlled Yazelix task → PTY/structured result → complete ingestion → DB; and DB committed generation → envctl-controlled CodeDB typed projection → redb owner commit/event → Tauri/Svelte view → user acknowledgement/effect capture → durable materialization. Speculative local state may show pending; completion displays only after its PostgreSQL commit identity attaches.|envctl-committer-security|redb-state-plane,glass-engine-frontdoor,codedb-ingress|Pending vs complete UI states distinguished by presence of commit identity
§3.2|Bind full identity tuple on every path and hop|Every path binds tenant, identity, session, request, execution, task, branch, lease, local sequence, raw object/frame identities, typed-record identity, parser/filter revision, timestamps, exit status, idempotency key, PostgreSQL commit identity, and witness; every hop records delivery, acknowledgement, retry, and error state.|data-schema|codedb-ingress,envctl-committer-security,witness-chain|Trace one request end-to-end and verify all bound identities present
§3.2|Route agent-mediated front door through Codex|Codex is the mandatory intent-handling hop for the anchor's agent-mediated LifeOS front-door route and one database-controlled agent surface in the Engine Room; it is not an artificial hop for non-agent UI controls, and direct query/projection/envctl/runner/security routes retain the same capture and return contract.|glass-engine-frontdoor|envctl-committer-security|Agent-mediated route traverses Codex; non-agent controls do not
§3.3|Build the flexnetos-redb-owner single-writer service|Because redb permits one writable Database opener and provides no mmap backend or cross-process notification, one supervised `flexnetos-redb-owner` local service must own the only writable handle and state file; CodeDB, envctl, and Yazelix processes are authenticated mutation/query clients over a versioned Unix-domain protocol. The owner serializes mutations, serves consistent snapshots, and emits ordered commit notifications with local_seq, transaction/table/key scope, projection generation, mmap generation, and checksum; it is lifecycle-independent of the Glass.|redb-state-plane|none|Owner service runs and ingests while LifeOS is closed; only one writable opener exists
§3.3|Implement atomic mmap projection publication|The owner publishes a versioned read-only memory-mapped projection region with header, schema revision, generation, local_seq, payload length, checksum, and immutable snapshot payload; it writes the next generation into an inactive region, fsyncs it, atomically flips the active-generation descriptor, and only then emits the matching ordered notification. LifeOS verifies generation/checksum before rendering. Owner service, mmap format, atomic publication algorithm, path/permissions, schema/version negotiation, stale-reader detection, and corruption fallback are required additions and activation blockers until implemented and pinned.|redb-state-plane|none|Kill mid-publish and verify readers never observe torn/unchecksummed generation; format pinned
§3.3|Implement crash recovery, replay, and reconnect protocol|Crash recovery runs redb ACID recovery, validates the contiguous local sequence and frame checksums, regenerates and atomically republishes the mmap projection, and resumes envctl from `reconcile_cursor`. envctl commits with a stable idempotency key, records PostgreSQL transaction/LSN/generation/witness, then acknowledges the local record — an acknowledgement never precedes the durable commit. A client reconnect compares last event and mapped generation; gap, stale generation, or checksum mismatch forces a fresh snapshot plus replay.|redb-state-plane|envctl-committer-security,postgres-ruvector-store|Crash/kill test: no duplicate or lost records after replay with idempotency keys
§3.3|Implement PTY emergency spool for backpressure|Backpressure never discards PTY or process frames: controlled task delivery pauses where safe; an already interactive PTY uses an fsynced, sequential, content-addressed emergency spool registered to its session/lease, replays it into the recovered owner, and cannot receive a completion acknowledgement until every spooled byte is reconciled; the spool is removed only after PostgreSQL commit/witness acknowledgement.|byte-capture-reconciliation|redb-state-plane,envctl-committer-security|Induce owner outage during interactive PTY; verify spool capture, replay, and post-commit removal
§3.3|Benchmark sidebar freshness SLO|Sidebar freshness is measured from owner commit through mmap publication/event wakeup to rendered Svelte state; sub-millisecond delivery is a performance SLO to benchmark, not an assumed storage guarantee.|redb-state-plane|glass-engine-frontdoor|Run the freshness benchmark and record measured latency
§3.4|Implement, package, pin, and witness rtk_nu|The pinned rtk-tokenkill source provides only `rtk`; no `components/rtk_nu` exists in the pinned meta tree. `rtk_nu` is a required FlexNetOS adapter to implement, package, pin, and witness before activation — it tees byte-exact process streams and emits the versioned envelope.|rtk-rtk-nu-envelope|nix-release-gate|rtk_nu binary exists, is pinned, and is witnessed; activation blocked until then
§3.4|Implement the versioned lossless envelope schema|The rtk_nu JSONL/JSON/Nuon envelope must include schema version; tenant/identity/grant/lease/session/request/execution/task/branch IDs; exact argv and cwd; selected-environment digest; ordered stdout/stderr/binary frame IDs; stream name, byte offset/length, lossless base64 payload, provisional frame/content identity, digest; exit status/signal/timing; rtk filter and revision; compact representation; parser name/revision/status/error; typed payload; idempotency key; and provenance/witness seed. JSONL chunks large streams without changing frame order. The tee occurs before any decoding, compression, normalization, truncation, or parsing; invalid UTF-8, binary, partial lines, parse failures, stderr interleaving, and nonzero exits retain original bytes and ordering.|rtk-rtk-nu-envelope|data-schema|Round-trip binary/invalid-UTF-8 output through the envelope and verify byte-exact recovery
§3.4|Verify and canonicalize raw objects in CodeDB|CodeDB decodes each envelope payload, verifies length and digest, stores or deduplicates the exact bytes, assigns the canonical `raw_object_id`, and returns that identity in the typed receipt before accepting the typed/compact linkage; compact or typed representations supplement but never replace raw objects.|codedb-ingress|rtk-rtk-nu-envelope,redb-state-plane|Ingest duplicate payloads; verify dedup, digest check, and receipt with raw_object_id
§3.4|Implement codedb ingest-envelope plugin command|The pinned CodeDB plugin registers only scan/capture/materialize/import/query commands with Nothing inputs; `codedb ingest-envelope` with typed record/list/table input and a typed receipt output is an explicit release-blocking addition. After implementation, Nushell invokes the plugin child which validates the envelope, links raw objects, and persists through the redb-owner client contract. Nu 0.113.1 typed boundaries are `from json --objects`, `from json`, `from nuon`.|codedb-ingress|redb-state-plane|`rtk_nu --format jsonl -- <cmd> | from json --objects | codedb ingest-envelope` returns typed receipt
§3.4|Restrict direct PostgreSQL writes to envctl|CodeDB's direct PostgreSQL store (`codedb-store-pg`) is restricted to parity tests, bootstrap/import, read-only query, repair, or migration roles carrying explicit database grants; production plugin/agent roles receive no authoritative PostgreSQL write credential — envctl is the only component permitted to execute the authoritative CodeDB PostgreSQL mapping and commit. MessagePack is the Nu plugin process protocol only, not the redb on-disk format.|envctl-committer-security|codedb-ingress,postgres-ruvector-store|Audit DB roles: no authoritative write grant for plugin/agent roles
§3.5|no action — descriptive/constraint|D01–D24 form the executable visual crosswalk preserving all fourteen anchor diagrams and ten invariants; a diagram never substitutes for the governing prose, schema, component row, installation step, or verification gate.|other|none|TBD
§4.1|Deploy PostgreSQL 17.10 with RuVector, no sidecars|PostgreSQL 17.10 plus the RuVector extension form the Central Cognitive Runtime supplying ACID, MVCC, RLS, advisory locks, triggers, background workers, WAL, streaming replication, base backup, and PITR; RuVector supplies database-local vector/hybrid/lexical/graph/GNN/causal/MinCut/routing/learning/embedding operations. The database hosts codebase bytes and semantic IDE structures with no vector or graph sidecar.|postgres-ruvector-store|none|`SELECT extversion FROM pg_extension WHERE extname='ruvector'` on PG 17.10; no sidecar services present
§4.2|Capture all LifeOS/Codex interactions into the database|Every LifeOS/Codex interaction, MCP call, model exchange, PTY frame, decision, mapped generation, and rendered state is captured; the Svelte sidebar renders the owner-published redb mmap generation using the ordered event as wakeup; neither LifeOS nor Codex owns operational truth; the Vue frontend is current-state evidence that must be migrated, not the target contract.|glass-engine-frontdoor|redb-state-plane,codedb-ingress|Interaction/MCP/model-exchange records present in DB for a test session
§4.3|Embed Yazelix via real PTY without reimplementation|LifeOS embeds the Nix-owned Zellij runtime via `yzx enter` through a real PTY and does not reimplement it; keystroke-derived commands, input bytes, resize events, buffer changes, save operations, paths, file effects, diagnostics, terminal output, exit state, and reconnection state round-trip through the capture plane.|glass-engine-frontdoor|codedb-ingress|Editor/shell activity in embedded pane appears in capture plane records
§4.4|Enforce rtk_nu role boundaries|rtk_nu tees byte-exact process streams, invokes or consumes rtk as configured, and emits the versioned envelope for Nushell to parse; it never emits a native Nu value by itself, never invokes nu_plugin_codedb directly, and never handles an already-typed native Nu pipeline; raw frames and parse failures always accompany normalized representations.|rtk-rtk-nu-envelope|none|Code review/tests confirm rtk_nu never calls the plugin or emits Nu values
§4.5|no action — descriptive/constraint|The nu_plugin workspace provides CodeDB core, cargo/static analysis, context, build capture, MCP, redb storage, PostgreSQL storage, fixtures, and the Nushell child plugin as the byte-complete ingress and query foundation; the actionable gaps (ingest-envelope command, envctl-only writes, MessagePack/redb distinction) are captured in §3.4 rows.|codedb-ingress|none|TBD
§4.6|Capture all redb state into PostgreSQL and pin versions|redb 4.1 is the embedded ACID boundary; one supervised owner holds the only writable Database; the integration adds the read-only mmap projection and ordered commit-event wakeup subordinate to the owner's transaction sequence. Every redb byte, mapped generation, state, cache entry, log, intermediate result, retry record, vector, and transition is captured in PostgreSQL/RuVector; RuVector's internal storage separately uses its pinned redb 2.1 and must not be conflated.|redb-state-plane|postgres-ruvector-store,envctl-committer-security|redb contents reconcilable from PostgreSQL records; redb 4.1 and 2.1 pins verified
§4.7|Implement the envctl drain/embed/commit loop|envctl must drain ordered redb records, validate policy and idempotency, orchestrate a database-authorized embedding executor when a target schema requires vectors, invoke the CodeDB PostgreSQL mapping with envctl-only credentials, record the commit identity, and project worktrees, Nix inputs, runtime configuration, and activation state. The pinned envctl checkout does not implement this loop; the loop and its capability enforcement are release gates.|envctl-committer-security|redb-state-plane,codedb-ingress,postgres-ruvector-store|End-to-end drain→embed→commit→project cycle demonstrated; release gate
§4.7|Establish the permanent table-conversion flow|The permanent operational flow is `database rows ↔ validated envctl tables ↔ Nushell tables ↔ controlled files`, with original source files retained as evidence; envctl is materializer, synchronization boundary, configuration-table operator, security boundary, projection manager, and activation interface.|envctl-committer-security|postgres-ruvector-store|A config round-trips rows→tables→files and back with source files retained
§4.7|Use ruvllm/Candle as default embedding path|ruvllm/Candle is the default approved local embedding path for envctl-orchestrated embedding; ONNX/ort is optional only in a separately approved closure.|ruvllm-agentdb-rvf-integration|envctl-committer-security,nix-release-gate|Embedding executor resolves to Candle path; ONNX only via approved closure
§4.8|Wire coordination tools as database-controlled projections|Git (import/export/review/recovery), GitKB (linked decisions/memory), meta (repository/workspace/release graph), beads_rust/br (executable task atoms), ICM (context manifests), rusty-idd (work orders, ledgers, proofs, runner integration), and weave (session mesh, durable messages, fenced jobs, runner dispatch) must all operate as PostgreSQL/RuVector-controlled projections with every record round-tripping to the database.|other|postgres-ruvector-store,codedb-ingress|Records from each tool traceable to database rows
§4.9|Emit complete runner and build-surface receipts|Nix defines reproducible build/materialization closures; flexnetos_runner performs database-issued build, test, and release work and emits complete receipts; all compiler/toolchain/GPU/network surfaces (Rust, Bun, cargo-pgrx, CUDA, ONNX Runtime, Candle, network-control/netengine/iroh, etc.) are controlled execution surfaces whose inputs, packets, decisions, outputs, binaries, logs, and device effects return completely to the database.|nix-release-gate|postgres-ruvector-store,envctl-committer-security|A runner job produces a complete receipt row set in the database
§4.10|Integrate the cognition stack under database ownership|ruvllm runs shared frozen foundation models, local inference, and embeddings (CPU/SIMD, Candle, ONNX/ort, CUDA, GGUF mmap, quantized); AgentDB manages active agent cognition projected as signed single-file `.rvf` containers via the RVF runtime; SONA, MicroLoRA, FastGRNN, Thompson Sampling, Q-Learning, PPO, GNNs learn and route from captured evidence under database promotion gates; Ruflo orchestrates swarms; RuvLTRA supplies temporal reasoning paths; ATAS runs timeline forecasting. Their state never displaces database ownership and forecasts never self-promote.|ruvllm-agentdb-rvf-integration|postgres-ruvector-store,sona-rl,ruflo-ruvltra-atas|Model I/O, .rvf bytes, learned generations, and forecast evidence present in database
§5|Implement the six envctl secret subsystems|Build Secret Engine (policy evaluation, issuance/renewal/rotation/revocation coordination), Secret Broker (requester authentication, lease resolution, least privilege, transaction recording), Secret Mint (short-lived purpose-bound scoped credential derivation), Seed Vault (root seeds, wrapping keys, identity roots, recovery material, rotation generations), Cognitum Seed (stable identity and derivation lineage under Seed Vault custody), and Secret Relay (encrypted delivery bound to identity/target/purpose/lease/nonce/expiration, blocking replay and cross-target reuse), executing as one PostgreSQL/RuVector-authorized lifecycle in the specified runtime order.|envctl-committer-security|postgres-ruvector-store|A secret request traverses Engine→Broker→Mint/Vault→Relay→target with full audit capture
§5|Bootstrap security schemas and encrypted secret custody|Bootstrap must initialize the security schemas, import protected secret bytes into encrypted custody, establish identities and trust roots, enroll providers and devices, provision Seed Vault records, register Cognitum lineage, and record every bootstrap byte and event.|envctl-committer-security|postgres-ruvector-store,install-activation-order|Security schemas populated; secret bytes in encrypted custody with bootstrap audit records
§5|Implement rotation and revocation with proven cutover|Rotation advances the protected version or derivation epoch, updates dependent grants, retires earlier authority, and proves cutover; revocation invalidates grants and leases, blocks relay, records affected executions, and starts remediation.|envctl-committer-security|postgres-ruvector-store,witness-chain|Rotate a secret and verify old authority retired with cutover proof; revoke and verify relay blocked
§5|Enforce plaintext exposure boundaries|PostgreSQL/RuVector retains protected encrypted secret bytes plus complete custody/policy/identity/issuance/transport/use/rotation/revocation/audit history; plaintext is exposed only to the exact authorized target for the exact lease lifetime; root plaintext never enters redb caches, UI projections, ordinary logs, command output, or general model context.|envctl-committer-security|redb-state-plane,glass-engine-frontdoor|Scan redb, logs, UI state, and model context for absence of root plaintext
