record_id,requirement_id,parent_id,correlation_id,work_order_id,requirement,authoritative_source,source_reference,implementation_paths,test_paths,verification_command,proof_artifacts,proof_head_sha,evidence_status,source_status,local_status,notes,executable,source
REQUIREMENT-027,CDB039,CDB039,CDB039,TASK-CDB039,Implement runner-readable proof manifest contract,src/nu_plugin/execution/TASK_GRAPH.csv,CDB039,src/nu_plugin/crates/codedb/**;src/nu_plugin/docs/RELEASE_GATE.md,src/nu_plugin/crates/codedb/**,cargo test -p codedb,stdout:cdb039-stdout;stderr:cdb039-stderr,,verified,complete,review,"Schema-4 detached proof executes the exact verification command and binds its typed evidence to the current FlexNetOS/nu_plugin commit, tree, ledger, and validator identities.",false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":28,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":27,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-028,CDB040,CDB040,CDB040,TASK-CDB040,Document GitKB RTK Kache wild and Fenix fact-export boundaries,src/nu_plugin/execution/TASK_GRAPH.csv,CDB040,src/nu_plugin/docs/INTEGRATION_CONTRACTS.md;src/nu_plugin/scripts/validate_integration_contracts.py,src/nu_plugin/tests/test_integration_contracts.py,python3 -m unittest tests.test_integration_contracts && python3 scripts/validate_integration_contracts.py,stdout:cdb040-stdout;stderr:cdb040-stderr;file:cdb040-integration-contract:repository:docs/INTEGRATION_CONTRACTS.md,,verified,complete,review,Nine direct negative/positive tests and the live validator prove all five ownership/export boundaries.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":29,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":28,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-029,CDB041,CDB041,CDB041,TASK-CDB041,Create and document the complete fixture matrix,src/nu_plugin/execution/TASK_GRAPH.csv,CDB041,src/nu_plugin/crates/**,src/nu_plugin/crates/**,cargo test --workspace,stdout:cdb041-stdout;stderr:cdb041-stderr,,verified,complete,review,"Schema-4 detached proof executes the exact verification command and binds its typed evidence to the current FlexNetOS/nu_plugin commit, tree, ledger, and validator identities.",false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":30,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":29,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-030,CDB042,CDB042,CDB042,TASK-CDB042,Prove repeated unchanged scans have stable checksums,src/nu_plugin/execution/TASK_GRAPH.csv,CDB042,src/nu_plugin/tests/test_deterministic_scan.nu;src/nu_plugin/crates/codedb/tests/**,src/nu_plugin/tests/test_deterministic_scan.nu,nu --no-config-file tests/test_deterministic_scan.nu,stdout:cdb042-stdout;stderr:cdb042-stderr,,verified,complete,review,Current-head deterministic-scan proof verifies stable checksums,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":31,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":30,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-031,CDB043,CDB043,CDB043,TASK-CDB043,Prove source and MCP secret-looking data do not leak,src/nu_plugin/execution/TASK_GRAPH.csv,CDB043,src/nu_plugin/tests/test_security_no_leak.nu;src/nu_plugin/tests/test_plugin_secret_guard.nu,src/nu_plugin/tests/test_security_no_leak.nu,nu --no-config-file tests/test_security_no_leak.nu,stdout:cdb043-stdout;stderr:cdb043-stderr,,verified,complete,review,Current-head no-leak proof verifies source and MCP secret-looking data are redacted,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":32,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":31,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-032,CDB044,CDB044,CDB044,TASK-CDB044,Prove clean and dirty scans do not mutate source,src/nu_plugin/execution/TASK_GRAPH.csv,CDB044,src/nu_plugin/tests/test_no_mutation.nu,src/nu_plugin/tests/test_no_mutation.nu,nu --no-config-file tests/test_no_mutation.nu,stdout:cdb044-stdout;stderr:cdb044-stderr,,verified,complete,review,Current-head no-mutation proof verifies clean and dirty scans preserve source,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":33,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":32,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-033,CDB045,CDB045,CDB045,TASK-CDB045,Prove unsafe capture refuses by default and succeeds only with approval,src/nu_plugin/execution/TASK_GRAPH.csv,CDB045,src/nu_plugin/tests/test_unsafe_capture.nu;src/nu_plugin/crates/codedb_build_capture/**,src/nu_plugin/tests/test_unsafe_capture.nu,nu --no-config-file tests/test_unsafe_capture.nu,stdout:cdb045-stdout;stderr:cdb045-stderr,,verified,complete,review,Current-head unsafe-capture proof verifies default refusal and explicit approval success,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":34,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":33,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-034,CDB046,CDB046,CDB046,TASK-CDB046,Run full fmt clippy test and doctor validation,src/nu_plugin/execution/TASK_GRAPH.csv,CDB046,src/nu_plugin/Cargo.toml;src/nu_plugin/crates/codedb/src/main.rs;src/nu_plugin/scripts/validate_task_graph.py,src/nu_plugin/crates/codedb/src/main.rs;src/nu_plugin/tests/test_task_graph_validator.py,cargo fmt --all -- --check && cargo clippy --workspace --all-targets --all-features -- -D warnings && cargo test --workspace && cargo run --quiet -p codedb -- doctor --nu --format json && cargo run --quiet -p codedb -- doctor --yazelix --format json && cargo run --quiet -p codedb -- doctor --codex --format json,stdout:cdb046-stdout;stderr:cdb046-stderr;file:cdb046-validation-log:repository:logs/CDB046-validation.log,,verified,complete,review,"Current-tree fmt, deny-warnings clippy, workspace tests, and all explicit doctor scopes passed; live PostgreSQL parity is separately bound by CDB086.",false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":35,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":34,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-035,CDB047,CDB047,CDB047,TASK-CDB047,Generate release manifest with matching checksums,src/nu_plugin/execution/TASK_GRAPH.csv,CDB047,src/nu_plugin/scripts/truth_surface.py;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256;src/nu_plugin/manifests/PACKAGE_VALIDATION.json,src/nu_plugin/tests/test_truth_surface.py,python3 -m unittest tests.test_truth_surface && python3 scripts/truth_surface.py --check && python3 scripts/truth_surface.py --check-source,stdout:cdb047-stdout;stderr:cdb047-stderr;file:cdb047-pack-manifest:repository:manifests/PACK_MANIFEST.json;file:cdb047-checksums:repository:manifests/CHECKSUMS.sha256;file:cdb047-package-validation:repository:manifests/PACKAGE_VALIDATION.json,,verified,complete,review,Deterministic truth-surface tests and checksum/source checks directly prove the resealed manifests.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":36,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":35,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-036,CDB048,CDB048,CDB048,TASK-CDB048,Prepare truthful handoff and mandatory remaining-work inventory,src/nu_plugin/execution/TASK_GRAPH.csv,CDB048,src/nu_plugin/HANDOFF.md;src/nu_plugin/BACKLOG.md,src/nu_plugin/tests/test_requirement_proof_ledger.py,python3 scripts/validate_requirement_proof_ledger.py --structure-only,stdout:cdb048-stdout;stderr:cdb048-stderr,,verified,complete,review,"Schema-4 detached proof executes the exact verification command and binds its typed evidence to the current FlexNetOS/nu_plugin commit, tree, ledger, and validator identities.",false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":37,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":36,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-037,CDB049,CDB049,CDB049,TASK-CDB049,Inspect and cite the active Yazelix Nushell runtime bridge boundaries,src/nu_plugin/execution/TASK_GRAPH.csv,CDB049,src/nu_plugin/research/nushell_yazelix_cross_reference_report.md;src/nu_plugin/docs/YAZELIX_NUSHELL_RUNTIME.md,src/nu_plugin/tests/test_yazelix_enabled_smoke.nu,nu --no-config-file tests/test_yazelix_enabled_smoke.nu,stdout:cdb049-stdout;stderr:cdb049-stderr,,verified,complete,review,Source inspection candidate only; installed-runtime proof is separate,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":38,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":37,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-038,CDB050,CDB050,CDB050,TASK-CDB050,Package codedb and nu_plugin_codedb as profile-owned runtime tools,src/nu_plugin/execution/TASK_GRAPH.csv,CDB050,src/nu_plugin/flake.nix;src/nu_plugin/packaging/codedb_runtime_tool.nix;src/nu_plugin/docs/CODEDB_YAZELIX_RUNTIME_TOOL.md,src/nu_plugin/tests/test_runtime_tool_contract.py,"python3 -m unittest tests.test_runtime_tool_contract && nix build .#checks.$(nix eval --raw --impure --expr builtins.currentSystem).codedb_runtime_tool_smoke --no-link --no-write-lock-file && runtime_out=""$(nix build .#codedb_runtime_tools --no-link --print-out-paths --no-write-lock-file)"" && ""$runtime_out/bin/codedb"" --version && test -x ""$runtime_out/bin/nu_plugin_codedb""",stdout:cdb050-stdout;stderr:cdb050-stderr;file:cdb050-runtime-package:repository:packaging/codedb_runtime_tool.nix,,verified,complete,review,"Contract tests, the current Nix package smoke, wrapped sandbox tool path, CLI version, and executable plugin frontdoor pass without profile mutation.",false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":39,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":38,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-039,CDB051,CDB051,CDB051,TASK-CDB051,Validate host Nu and Yazelix runtime Nu protocol with explicit degradation,src/nu_plugin/execution/TASK_GRAPH.csv,CDB051,src/nu_plugin/crates/codedb/**;src/nu_plugin/docs/NUSHELL_PLUGIN_COMPAT.md,src/nu_plugin/crates/codedb/**,cargo test -p codedb,stdout:cdb051-stdout;stderr:cdb051-stderr,,verified,complete,review,"Schema-4 detached proof executes the exact verification command and binds its typed evidence to the current FlexNetOS/nu_plugin commit, tree, ledger, and validator identities.",false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":40,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":39,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-040,CDB052,CDB052,CDB052,TASK-CDB052,Prove transient nu --plugins invocation returns table output,src/nu_plugin/execution/TASK_GRAPH.csv,CDB052,src/nu_plugin/tests/test_transient_plugin.nu,src/nu_plugin/tests/test_transient_plugin.nu,nu --no-config-file tests/test_transient_plugin.nu,stdout:cdb052-stdout;stderr:cdb052-stderr,,verified,complete,review,Current-head transient plugin proof verifies table output,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":41,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":40,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-041,CDB053,CDB053,CDB053,TASK-CDB053,Prove isolated temp-HOME plugin registration leaves real HOME unchanged,src/nu_plugin/execution/TASK_GRAPH.csv,CDB053,src/nu_plugin/tests/test_plugin_registry.nu,src/nu_plugin/tests/test_plugin_registry.nu,nu --no-config-file tests/test_plugin_registry.nu,stdout:cdb053-stdout;stderr:cdb053-stderr,,verified,complete,review,Current-head registry proof verifies isolated temp-HOME registration preserves real HOME,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":42,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":41,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-042,CDB054,CDB054,CDB054,TASK-CDB054,Generate provenance-bound CodeDB extern and init bridge without tracked config mutation,src/nu_plugin/execution/TASK_GRAPH.csv,CDB054,src/nu_plugin/crates/codedb/**;src/nu_plugin/templates/nushell/**;src/nu_plugin/docs/CODEDB_YAZELIX_INIT_CONTRACT.md,src/nu_plugin/tests/test_init_provenance.nu,nu --no-config-file tests/test_init_provenance.nu,stdout:cdb054-stdout;stderr:cdb054-stderr,,verified,complete,review,Current-head init proof verifies provenance binding without tracked config mutation,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":43,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":42,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-043,CDB055,CDB055,CDB055,TASK-CDB055,Verify generated initializer checksums and provenance,src/nu_plugin/execution/TASK_GRAPH.csv,CDB055,src/nu_plugin/tests/test_init_provenance.nu;src/nu_plugin/manifests/**,src/nu_plugin/tests/test_init_provenance.nu,nu --no-config-file tests/test_init_provenance.nu,stdout:cdb055-stdout;stderr:cdb055-stderr,,verified,complete,review,Current-head init proof verifies generated checksums and provenance,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":44,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":43,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-044,CDB056,CDB056,CDB056,TASK-CDB056,Prove CodeDB Nushell syntax in an isolated HOME,src/nu_plugin/execution/TASK_GRAPH.csv,CDB056,src/nu_plugin/tests/test_nushell_syntax_gate.nu;src/nu_plugin/docs/CODEDB_NUSHELL_SYNTAX_GATE.md,src/nu_plugin/tests/test_nushell_syntax_gate.nu,nu --no-config-file tests/test_nushell_syntax_gate.nu,stdout:cdb056-stdout;stderr:cdb056-stderr,,verified,complete,review,Current-head syntax proof verifies CodeDB Nushell syntax in an isolated HOME,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":45,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":44,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-045,CDB057,CDB057,CDB057,TASK-CDB057,Prove plugin registration does not mutate the real HOME,src/nu_plugin/execution/TASK_GRAPH.csv,CDB057,src/nu_plugin/tests/test_no_real_home_plugin_registration.nu,src/nu_plugin/tests/test_no_real_home_plugin_registration.nu,nu --no-config-file tests/test_no_real_home_plugin_registration.nu,stdout:cdb057-stdout;stderr:cdb057-stderr,,verified,complete,review,Current-head registration proof verifies the real HOME is not mutated,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":46,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":45,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-046,CDB058,CDB058,CDB058,TASK-CDB058,Prove Yazelix launch is unaffected when CodeDB is disabled,src/nu_plugin/execution/TASK_GRAPH.csv,CDB058,src/nu_plugin/tests/test_yazelix_disabled_smoke.nu;src/nu_plugin/docs/YAZELIX_PLACEMENT.md,src/nu_plugin/tests/test_yazelix_disabled_smoke.nu,nu --no-config-file tests/test_yazelix_disabled_smoke.nu,stdout:cdb058-stdout;stderr:cdb058-stderr,,verified,complete,review,Capability toggle may be optional but the disabled-mode proof is mandatory,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":47,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":46,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-047,CDB059,CDB059,CDB059,TASK-CDB059,Prove Yazelix launch with CodeDB avoids heavy startup import,src/nu_plugin/execution/TASK_GRAPH.csv,CDB059,src/nu_plugin/tests/test_yazelix_enabled_smoke.nu;src/nu_plugin/docs/YAZELIX_PLACEMENT.md,src/nu_plugin/tests/test_yazelix_enabled_smoke.nu,nu --no-config-file tests/test_yazelix_enabled_smoke.nu,stdout:cdb059-stdout;stderr:cdb059-stderr,,verified,complete,review,Current-head Yazelix smoke proof verifies startup avoids heavy import,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":48,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":47,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-048,CDB060,CDB060,CDB060,TASK-CDB060,Prove plugin stderr and trace output redact secret-looking values,src/nu_plugin/execution/TASK_GRAPH.csv,CDB060,src/nu_plugin/tests/test_plugin_secret_guard.nu;src/nu_plugin/docs/SECURITY_AND_SECRET_POLICY.md,src/nu_plugin/tests/test_plugin_secret_guard.nu,nu --no-config-file tests/test_plugin_secret_guard.nu,stdout:cdb060-stdout;stderr:cdb060-stderr,,verified,complete,review,Current-head secret-guard proof verifies stderr and trace redaction,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":49,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":48,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-049,CDB061,CDB061,CDB061,TASK-CDB061,Prove redb lock contention and plugin garbage-collection safety,src/nu_plugin/execution/TASK_GRAPH.csv,CDB061,src/nu_plugin/crates/codedb_store_redb/**;src/nu_plugin/tests/test_redb_lifecycle.nu,src/nu_plugin/tests/test_redb_lifecycle.nu,nu --no-config-file tests/test_redb_lifecycle.nu,stdout:cdb061-stdout;stderr:cdb061-stderr,,verified,complete,review,Backend-specific proof does not establish PostgreSQL parity,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":50,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":49,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-050,CDB062,CDB062,CDB062,TASK-CDB062,Prove bounded CLI and MCP output without raw source access,src/nu_plugin/execution/TASK_GRAPH.csv,CDB062,src/nu_plugin/tests/test_codex_bounded_bridge.nu;src/nu_plugin/docs/CODEX_BRIDGE.md,src/nu_plugin/tests/test_codex_bounded_bridge.nu,nu --no-config-file tests/test_codex_bounded_bridge.nu,stdout:cdb062-stdout;stderr:cdb062-stderr,,verified,complete,review,Current-head bounded-bridge proof verifies output limits without raw source access,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":51,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":50,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-051,CDB063,CDB063,CDB063,TASK-CDB063,Export envctl runtime tool and checksum rows without storage-internal coupling,src/nu_plugin/execution/TASK_GRAPH.csv,CDB063,src/nu_plugin/docs/ENVCTL_EXPORT_CONTRACT.md;src/nu_plugin/crates/codedb/**,src/nu_plugin/crates/codedb/**,cargo test -p codedb,stdout:cdb063-stdout;stderr:cdb063-stderr,,verified,complete,review,"Schema-4 detached proof executes the exact verification command and binds its typed evidence to the current FlexNetOS/nu_plugin commit, tree, ledger, and validator identities.",false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":52,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":51,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-052,CDB077,CDB077,CDB077,TASK-CDB077,Prove compiler-observed macro expansion resolution and hygiene,src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB077,src/nu_plugin/crates/codedb_rust_static/src/lib.rs;src/nu_plugin/crates/codedb/src/main.rs,src/nu_plugin/crates/codedb/tests/compiler_capture_cli.rs;src/nu_plugin/crates/codedb_rust_static/src/lib.rs,cargo test -p codedb --test compiler_capture_cli && cargo test -p codedb-rust-static,stdout:cdb077-stdout;stderr:cdb077-stderr;file:cdb077-macro-hir:repository:logs/compiler-observed/macro_rules/hir.txt;file:cdb077-macro-expansion:repository:logs/compiler-observed/macro_rules/macro_expansion.txt;file:cdb077-macro-resolution:repository:logs/compiler-observed/macro_rules/macro_resolution.rmeta;file:cdb077-macro-hygiene:repository:logs/compiler-observed/macro_rules/macro_hygiene.txt,,verified,complete,review,"Approved production CLI capture proves compiler-observed expansion, persisted binary resolution metadata, hygiene, pinned artifacts, refusal, and source immutability.",false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":53,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":52,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-053,CDB078,CDB078,CDB078,TASK-CDB078,Prove default refusal and approved proc-macro inputs outputs and provenance,src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB078,src/nu_plugin/crates/codedb_build_capture/src/lib.rs;src/nu_plugin/crates/codedb/src/main.rs,src/nu_plugin/crates/codedb/tests/build_capture_cli.rs;src/nu_plugin/crates/codedb_build_capture/tests/approved_build_frontdoor.rs,cargo test -p codedb --test build_capture_cli && cargo test -p codedb-build-capture,stdout:cdb078-stdout;stderr:cdb078-stderr;file:cdb078-procmacro-hir:repository:logs/compiler-observed/proc_macro/hir.txt;file:cdb078-procmacro-resolution:repository:logs/compiler-observed/proc_macro/macro_resolution.rmeta;file:cdb078-procmacro-hygiene:repository:logs/compiler-observed/proc_macro/macro_hygiene.txt,,verified,complete,review,Default refusal plus approved proc-macro token hashes and persisted compiler-resolution provenance are directly proven through the production CLI frontdoor.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":54,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":53,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-054,CDB079,CDB079,CDB079,TASK-CDB079,Prove default refusal and approved build-script environment instructions and redacted logs,src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB079,src/nu_plugin/crates/codedb_build_capture/src/lib.rs;src/nu_plugin/crates/codedb/src/main.rs,src/nu_plugin/crates/codedb/tests/build_capture_cli.rs;src/nu_plugin/crates/codedb_build_capture/tests/approved_build_frontdoor.rs,cargo test -p codedb --test build_capture_cli && cargo test -p codedb-build-capture,stdout:cdb079-stdout;stderr:cdb079-stderr,,verified,complete,review,"Default refusal plus approved build-script environment, instruction, bounded log, and receipt capture are directly proven.",false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":55,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":54,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-055,CDB080,CDB080,CDB080,TASK-CDB080,Prove checksum-bound OUT_DIR artifact reproduction and provenance,src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB080,src/nu_plugin/crates/codedb_build_capture/src/lib.rs;src/nu_plugin/crates/codedb/src/main.rs,src/nu_plugin/crates/codedb/tests/build_capture_cli.rs;src/nu_plugin/crates/codedb_build_capture/tests/approved_build_frontdoor.rs,cargo test -p codedb --test build_capture_cli && cargo test -p codedb-build-capture,stdout:cdb080-stdout;stderr:cdb080-stderr,,verified,complete,review,"Checksum-bound OUT_DIR artifacts are captured, persisted, and reproduced byte-for-byte without source mutation.",false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":56,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":55,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-056,CDB081,CDB081,CDB081,TASK-CDB081,Prove checksum-bound symlink capture storage replay rollback and safe fallback,src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB081,src/nu_plugin/crates/codedb/src/main.rs;src/nu_plugin/crates/codedb_core/src/lib.rs;src/nu_plugin/crates/codedb_core/src/store.rs;src/nu_plugin/crates/codedb_store_pg/src/lib.rs;src/nu_plugin/crates/codedb_store_redb/src/lib.rs,src/nu_plugin/crates/codedb/tests/symlink_capture_roundtrip.rs;src/nu_plugin/crates/codedb_core/tests/materialization_paths.rs;src/nu_plugin/crates/codedb_store_pg/tests/blobstore_parity.rs;src/nu_plugin/crates/codedb_store_redb/src/lib.rs,cargo test -p codedb-core --test materialization_paths && cargo test -p codedb --test symlink_capture_roundtrip && cargo test -p codedb-store-redb,stdout:cdb081-stdout;stderr:cdb081-stderr,,verified,complete,review,Checksum-bound symlink metadata is captured and replayed as links; Bun-style relative targets round-trip; unsafe or non-UTF-8 targets fail closed before false completion; rollback preserves concurrent replacements; redb and live PostgreSQL parity are proven without regular-file coercion.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":57,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":56,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-057,CDB082,CDB082,CDB082,TASK-CDB082,Prove approved dynamic native and linker facts with provenance,src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB082,src/nu_plugin/crates/codedb_build_capture/src/lib.rs;src/nu_plugin/crates/codedb_rust_static/src/lib.rs;src/nu_plugin/crates/codedb/src/main.rs,src/nu_plugin/crates/codedb/tests/build_capture_cli.rs;src/nu_plugin/crates/codedb_build_capture/tests/approved_build_frontdoor.rs,cargo test -p codedb --test build_capture_cli && cargo test -p codedb-build-capture -p codedb-rust-static,stdout:cdb082-stdout;stderr:cdb082-stderr,,verified,complete,review,Approved production capture emits native library/path/link facts with complete approval provenance.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":58,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":57,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
