record_id,correlation_id,work_order_id,timestamp_utc,source_cwd,workspace_cwd,source_repo,command,output_paths,exit_code,redaction,notes,executable,source
COMMAND-014,CDB069,TASK-CDB069,2026-07-02T15:45:00Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,complete post-audit upgrade hardening without downgrades,src/nu_plugin/docs/AUDIT_UPGRADE_COMPLETION.md;src/nu_plugin/.github/workflows/ci.yml;src/nu_plugin/flake.nix;src/nu_plugin/Cargo.toml;src/nu_plugin/Cargo.lock;src/nu_plugin/NAVIGATION.md;src/nu_plugin/NAVIGATION.json;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/execution/TASK_GRAPH.md;src/nu_plugin/execution/TASK_FILE_MAP.csv;src/nu_plugin/logs/CDB069-audit-upgrade-completion.log,0,no raw secrets recorded,Added supported CI shell and Nu smoke lane; documented Git repo authority over stale Downloads package; preserved remaining product gaps as forward work.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":15,""path"":""execution/COMMAND_LEDGER.csv"",""record"":14,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-015,CDB070,TASK-CDB070,2026-07-02T17:50:43Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,create bidirectional roadmap package from issue 212,src/nu_plugin/docs/BIDIRECTIONAL_ROADMAP.md;src/nu_plugin/docs/BIDIRECTIONAL_ARCHITECTURE.md;src/nu_plugin/docs/ROUND_TRIP_PROOF.md;src/nu_plugin/docs/CHANGE_PLAN_SCHEMA.md;src/nu_plugin/docs/MUTATION_POLICY.md;src/nu_plugin/docs/GAP_CLOSURE_PLAN.md;src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv;src/nu_plugin/execution/BIDIRECTIONAL_TASK_FILE_MAP.csv;src/nu_plugin/scripts/validate_bidirectional_package.py,0,no raw secrets recorded,Loaded CDB070-CDB090 into GitKB and created the source roadmap package with read-only defaults preserved.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":16,""path"":""execution/COMMAND_LEDGER.csv"",""record"":15,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-016,CDB071,TASK-CDB071,2026-07-02T17:50:43Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,prove read-only bidirectional defaults in CLI Nu plugin and MCP,src/nu_plugin/crates/codedb/src/main.rs;src/nu_plugin/crates/nu_plugin_codedb/src/main.rs;src/nu_plugin/crates/codedb_mcp/src/lib.rs;src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv;src/nu_plugin/logs/CDB071-read-only-foundation.log,0,no raw secrets recorded,Added focused tests proving no default apply/patch/source-overwrite/git-mutation/sync-bidirectional command surfaces and MCP raw/mutating tools remain blocked.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":17,""path"":""execution/COMMAND_LEDGER.csv"",""record"":16,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-017,CDB070,TASK-CDB070,2026-07-02T17:56:53Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,close GitKB evidence audit task after synced validation,src/nu_plugin/.kb/workspaces/nu_plugin-next-worktree/tasks/cdb070-bidirectional-phase-0-evidence-audit.md;src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/execution/COMMAND_LEDGER.csv,0,no raw secrets recorded,Validated bidirectional package and truth surface before marking CDB070 complete.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":18,""path"":""execution/COMMAND_LEDGER.csv"",""record"":17,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-018,CDB072,TASK-CDB072,2026-07-02T17:56:53Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,implement lossless artifact metadata and round-trip fixtures,src/nu_plugin/crates/codedb_store_redb/src/lib.rs;src/nu_plugin/flake.nix;src/nu_plugin/docs/ROUND_TRIP_PROOF.md;src/nu_plugin/docs/GAP_CLOSURE_PLAN.md;src/nu_plugin/docs/BIDIRECTIONAL_ARCHITECTURE.md;src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv;src/nu_plugin/logs/CDB072-round-trip-artifacts.log,0,no raw secrets recorded,Added exact-byte non-Rust binary fixture Unix executable-bit restoration fixture and runnable clippy gate.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":19,""path"":""execution/COMMAND_LEDGER.csv"",""record"":18,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-019,CDB073,TASK-CDB073,2026-07-02T18:02:33Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,implement reviewable change-plan graph and drift conflict proof,src/nu_plugin/crates/codedb_core/src/lib.rs;src/nu_plugin/docs/CHANGE_PLAN_SCHEMA.md;src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv;src/nu_plugin/logs/CDB073-change-plan-graph.log,0,no raw secrets recorded,Added no-apply change-plan row projection and source snapshot drift conflict tests.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":20,""path"":""execution/COMMAND_LEDGER.csv"",""record"":19,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-020,CDB074,TASK-CDB074,2026-07-02T18:05:03Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,implement isolated worktree patch artifact guard,src/nu_plugin/crates/codedb_core/src/lib.rs;src/nu_plugin/docs/ROUND_TRIP_PROOF.md;src/nu_plugin/docs/MUTATION_POLICY.md;src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv;src/nu_plugin/logs/CDB074-isolated-worktree-patches.log,0,no raw secrets recorded,Added guarded patch artifact writer that refuses source checkout targets and requires proof gates.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":21,""path"":""execution/COMMAND_LEDGER.csv"",""record"":20,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-021,CDB075,TASK-CDB075,2026-07-02T18:09:07Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,implement operator-approved apply gate validation,src/nu_plugin/crates/codedb_core/src/lib.rs;src/nu_plugin/docs/CHANGE_PLAN_SCHEMA.md;src/nu_plugin/docs/MUTATION_POLICY.md;src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv;src/nu_plugin/logs/CDB075-apply-gate.log,0,no raw secrets recorded,Added apply-gate validator requiring approval provenance stop proof manual decision source stability and recovery refs.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":22,""path"":""execution/COMMAND_LEDGER.csv"",""record"":21,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-022,CDB076,TASK-CDB076,2026-07-02T18:11:30Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,implement bidirectional sync verification semantics,src/nu_plugin/crates/codedb_core/src/lib.rs;src/nu_plugin/docs/BIDIRECTIONAL_ARCHITECTURE.md;src/nu_plugin/docs/CHANGE_PLAN_SCHEMA.md;src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv;src/nu_plugin/logs/CDB076-sync-semantics.log,0,no raw secrets recorded,Added sync evaluator for source drift conflicts final rescan verification and recovery rows.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":23,""path"":""execution/COMMAND_LEDGER.csv"",""record"":22,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-023,CDB077,TASK-CDB077,2026-07-02T18:13:55Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,gate compiler-observed macro expansion as explicit gap,src/nu_plugin/crates/codedb_rust_static/src/lib.rs;src/nu_plugin/docs/GAP_CLOSURE_PLAN.md;src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv;src/nu_plugin/logs/CDB077-macro-expansion-gate.log,0,no raw secrets recorded,Added macro expansion gate rows with gap status and fixture proof.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":24,""path"":""execution/COMMAND_LEDGER.csv"",""record"":23,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-024,CDB078,TASK-CDB078,2026-07-02T18:16:15Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,prove proc-macro execution unsafe gate,src/nu_plugin/crates/codedb_build_capture/src/lib.rs;src/nu_plugin/docs/GAP_CLOSURE_PLAN.md;src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv;src/nu_plugin/logs/CDB078-proc-macro-gate.log,0,no raw secrets recorded,Added proc-macro execution refusal gap and approval provenance fixture proof.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":25,""path"":""execution/COMMAND_LEDGER.csv"",""record"":24,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-025,CDB079,TASK-CDB079,2026-07-02T18:18:26Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,prove build-script execution unsafe gate,src/nu_plugin/crates/codedb_build_capture/src/lib.rs;src/nu_plugin/docs/GAP_CLOSURE_PLAN.md;src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv;src/nu_plugin/logs/CDB079-build-script-gate.log,0,no raw secrets recorded,Added build-script execution refusal and approved log/provenance fixture proof.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":26,""path"":""execution/COMMAND_LEDGER.csv"",""record"":25,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-026,CDB080,TASK-CDB080,2026-07-02T19:26:53Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,record generated OUT_DIR reproduction gap with required provenance,src/nu_plugin/crates/codedb_build_capture/src/lib.rs;src/nu_plugin/docs/GAP_CLOSURE_PLAN.md;src/nu_plugin/docs/ROUND_TRIP_PROOF.md;src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv;src/nu_plugin/logs/CDB080-out-dir-reproduction.log,0,no raw secrets recorded,Added explicit out_dir_artifacts gap with environment/provenance requirements and focused fixture proof.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":27,""path"":""execution/COMMAND_LEDGER.csv"",""record"":26,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-027,CDB081,TASK-CDB081,2026-07-02T19:30:40Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,model symlink materialization platform capability and fallback rows,src/nu_plugin/crates/codedb_core/src/lib.rs;src/nu_plugin/docs/GAP_CLOSURE_PLAN.md;src/nu_plugin/docs/ROUND_TRIP_PROOF.md;src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv;src/nu_plugin/logs/CDB081-symlink-platform-materialization.log,0,no raw secrets recorded,Added supported and metadata-only fallback rows for symlink materialization with Unix scan proof.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":28,""path"":""execution/COMMAND_LEDGER.csv"",""record"":27,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-028,CDB082,TASK-CDB082,2026-07-02T19:33:35Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,capture native linker facts only under approved dynamic build gate,src/nu_plugin/crates/codedb_build_capture/src/lib.rs;src/nu_plugin/crates/codedb_build_capture/Cargo.toml;src/nu_plugin/Cargo.lock;src/nu_plugin/docs/GAP_CLOSURE_PLAN.md;src/nu_plugin/docs/UNSAFE_CAPTURE_POLICY.md;src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv;src/nu_plugin/logs/CDB082-native-linker-facts.log,0,no raw secrets recorded,Parsed Cargo build-script-executed linked_libs and linked_paths into native_link_facts rows with default GAP refusal.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":29,""path"":""execution/COMMAND_LEDGER.csv"",""record"":28,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-029,CDB083,TASK-CDB083,2026-07-02T19:35:45Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,block MCP raw source and blob aliases with bounded denial rows,src/nu_plugin/crates/codedb_mcp/src/lib.rs;src/nu_plugin/docs/GAP_CLOSURE_PLAN.md;src/nu_plugin/docs/MUTATION_POLICY.md;src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv;src/nu_plugin/logs/CDB083-mcp-raw-source-block.log,0,no raw secrets recorded,Added raw source/blob blocked tool aliases and raw_blob_table_blocked table-page tests.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":30,""path"":""execution/COMMAND_LEDGER.csv"",""record"":29,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-030,CDB084,TASK-CDB084,2026-07-02T19:38:23Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,stabilize anonymous syntax identity with unstable classification,src/nu_plugin/crates/codedb_rust_static/src/lib.rs;src/nu_plugin/docs/GAP_CLOSURE_PLAN.md;src/nu_plugin/docs/CHANGE_PLAN_SCHEMA.md;src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv;src/nu_plugin/logs/CDB084-anonymous-identity.log,0,no raw secrets recorded,Added stable_named and unstable_anonymous identity rows with repeat-scan fixture proof.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":31,""path"":""execution/COMMAND_LEDGER.csv"",""record"":30,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-031,CDB085,TASK-CDB085,2026-07-02T19:42:40Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,add semantic and public API hash reports,src/nu_plugin/crates/codedb_rust_static/src/lib.rs;src/nu_plugin/docs/GAP_CLOSURE_PLAN.md;src/nu_plugin/docs/SCHEMA.md;src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv;src/nu_plugin/logs/CDB085-semantic-api-hashing.log,0,no raw secrets recorded,Added normalized item-row hash reports and fixture proof for private versus public API drift.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":32,""path"":""execution/COMMAND_LEDGER.csv"",""record"":31,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-032,CDB086,TASK-CDB086,2026-07-02T19:44:57Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,refuse unknown redb store schema versions,src/nu_plugin/crates/codedb_store_redb/src/lib.rs;src/nu_plugin/docs/GAP_CLOSURE_PLAN.md;src/nu_plugin/docs/BIDIRECTIONAL_ARCHITECTURE.md;src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv;src/nu_plugin/logs/CDB086-store-migrations.log,0,no raw secrets recorded,Added UnsupportedSchemaVersion refusal and documented migration/test matrix.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":33,""path"":""execution/COMMAND_LEDGER.csv"",""record"":32,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
