source_table,task_id,prior_status,prior_claim,classification,evidence_uri,canonical_lifeos_owner,note
nu_plugin/execution/TASK_GRAPH.csv,CDB025,planned,Implement build.rs static detection and gaps,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB026,planned,Implement static include/path edge detection,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB027,planned,Implement native/linker static/gap rows,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB028,planned,Implement no-mutation proof,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB029,planned,Implement codedb CLI scan/export/schema,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB030,planned,Implement Nushell plugin commands,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB031,planned,Implement doctor checks,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB032,planned,Implement bounded read-only MCP server,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB033,planned,Implement unsafe build capture gate scaffold,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB034,planned,Implement optional build/proc-macro raw log capture,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB035,planned,Implement envctl export contract,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB036,planned,Implement meta repo selection inputs,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB037,planned,Implement Codex bridge docs and sample MCP config,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB038,planned,Implement Yazelix placement docs,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB039,planned,Implement runner proof contract,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB040,planned,Implement GitKB/RTK/Kache/wild/Fenix docs,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB041,planned,Create fixture matrix,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB042,planned,Add deterministic scan tests,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB043,planned,Add security/no-leak tests,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB044,planned,Add no-mutation tests,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB045,planned,Add unsafe capture tests,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB046,planned,Run full local validation,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB047,planned,Generate release manifest,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB048,planned,Prepare handoff and backlog,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB049,planned,Inspect Yazelix Nushell runtime bridge,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB050,planned,Package nu_plugin_codedb as runtime tool,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB051,planned,Validate host Nu vs Yazelix runtime Nu protocol,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB052,planned,Implement transient nu --plugins smoke test,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB053,planned,Implement temp-HOME plugin registry smoke test,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB054,planned,Generate CodeDB extern/init bridge artifact,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB055,planned,Verify generated initializer checksums/provenance,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB056,planned,Extend syntax validator path for CodeDB fixtures,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
